word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,affiliation,compound,pos,neg,neu,frequency,sentiment
sanford,’,affair,teenage,sexuality,’,album,sex,quotes,interviewees,Left,0.0,0.0,0.0,1.0,3689,Neutral
spring,nowhere,others,decades,work,solnit,offers,term,“,mushrooming,Left,0.0,0.0,0.0,1.0,3689,Neutral
ranging,conception,abuse,workplace,recalls,mcwatt,’,notion,“,plantation,Left,-0.6,0.0,0.154,0.846,208,Negative
harm,wypijewski,’,overarching,subject,calls,“,substitution,effect,”,Left,-0.5,0.0,0.137,0.863,272,Negative
intended,draw,straight,line,decay,would,blow,boyfriend,camera,girl,Left,-0.2,0.066,0.094,0.839,234,Negative
combahee,’,analysis,power—rooted,black,’,interrelated,experiences,production,reproduction,Left,0.0,0.0,0.0,1.0,3689,Neutral
early,career,senator,feinstein,instructive,cbs,reports,aired,news,documentary,Left,0.0,0.0,0.0,1.0,3689,Neutral
anguish,terror,retaliation,”,explained,blasey,ford,reported,senator,diane,Left,-0.8,0.0,0.241,0.759,93,Negative
christine,blasey,ford,reported,senator,feinstein,soon,justice,brett,kavanaugh,Left,0.5,0.12,0.0,0.88,520,Positive
”,opines,cultural,studies,professor,duggan,need,instagram,account,even,Left,0.0,0.0,0.0,1.0,3689,Neutral
absurd,sex,panics,”,enjoined,featherstone,she,skewered,students,’,Left,-0.4,0.0,0.112,0.888,256,Negative
rap,music,violent,video,games,manson,recently,cardi,b,megan,Left,-0.6,0.0,0.14,0.86,208,Negative
marilyn,manson,recently,cardi,b,thee,stallion,’,“,wap,Left,0.0,0.0,0.0,1.0,3689,Neutral
“,lopsided,power,dynamics,”,lewinsky,publicly,emphasized,twice,sexual,Left,0.3,0.084,0.0,0.916,433,Positive
fabrications,morse,time,peoria,journal,san,francisco,chronicle,circulated,percent,Left,0.0,0.0,0.0,1.0,3689,Neutral
massachusetts,pedophile,accusation,recent,media,danced,around—but,’,thinking,might,Left,-0.2,0.0,0.077,0.923,234,Negative
panics,”,enjoined,liza,featherstone,skewered,students,’,lies,morse,Left,-0.7,0.0,0.206,0.794,128,Negative
hbo,’,may,destroy,white,feels,uncomfortable,betrayed,violated,she,Left,-0.9,0.0,0.391,0.609,43,Negative
ignoring,interpersonal,violence,andrea,ritchie,beira,mimi,andrea,smith,others,Left,-0.8,0.0,0.221,0.779,93,Negative
carceral,movements,ignoring,interpersonal,violence,ritchie,alicia,beira,mimi,andrea,Left,-0.8,0.0,0.221,0.779,93,Negative
oppression,”,dozen,years,later,davis,gave,political,construction,“,Left,0.0,0.0,0.0,1.0,3689,Neutral
punishment,interpersonal,violence,swelled,numbers,richie,documents,arrested,justice,black,Left,-0.8,0.095,0.291,0.615,93,Negative
christians,determined,protect,conceptions,female,childhood,innocence,examining,alliance,sociologist,Left,0.8,0.248,0.0,0.752,254,Positive
childhood,innocence,examining,alliance,sociologist,bernstein,coined,term,“,carceral,Left,0.4,0.098,0.0,0.902,762,Positive
ending,state,violence,judith,levine,r,meiners,copyright,verso,used,Left,-0.6,0.0,0.146,0.854,208,Negative
bother,going,police,”,asked,green,williams,anti,rape,organizer,Left,-0.9,0.0,0.299,0.701,43,Negative
alix,kates,schulman,later,told,“,expressing,outrage,outness,rage,Left,-0.8,0.0,0.231,0.769,93,Negative
began,waver,zeal,goodmark,another,tronsgard,scott,executive,director,vermont,Left,0.0,0.0,0.0,1.0,3689,Neutral
would,go,away,”,said,goodmark,lawyer,women,suffered,interpersonal,Left,-0.5,0.0,0.118,0.882,272,Negative
supremacy,damaged,solidarity,efficacy,interview,ross,recalled,fruitful,conflicts,race,Left,-0.5,0.11,0.178,0.712,272,Negative
violence,andrea,ritchie,alicia,beira,andrea,smith,others,came,together,Left,-0.6,0.0,0.141,0.859,208,Negative
speak,days,later,supplied,analysis,leaflet,headlined,“,manifesto,shared,Left,0.3,0.091,0.0,0.909,433,Positive
wielded,weapon,threatened,mutilate,kill,refused,him,prosecutor,produce,eyewitness,Left,-0.9,0.0,0.355,0.645,43,Negative
underpants,spread,legs,looked,another,raped,gynecologist,third,instructed,psychiatrist,Left,-0.7,0.0,0.155,0.845,128,Negative
object,wearing,masks,philosophical,beliefs,restrictions,freedom,prevent,imposing,harm,Left,0.1,0.165,0.152,0.683,197,Positive
younger,person,words,morally,valuable,equal,provide,benefit,someone,less,Left,0.7,0.203,0.0,0.797,455,Positive
speaking,pbs,evening,news,hour,economist,nick,bloom,calculated,experience,Left,0.0,0.0,0.0,1.0,3689,Neutral
twentieth,century,conflict,ridden,germany,uncertainty,permeated,every,dimension,society,Left,-0.6,0.0,0.164,0.836,208,Negative
sartre,martin,heidegger,existentialist,thinking,,,,,,Left,0.0,0.0,0.0,1.0,3689,Neutral
left,hannah,arendt,simone,beauvoir,paul,sartre,martin,heidegger,existentialist,Left,0.0,0.0,0.0,1.0,3689,Neutral
act,live,conditions,uncertainty,writer,solnit,describes,middle,sight,waiting,Left,-0.3,0.0,0.088,0.912,263,Negative
often,considered,existentialists,avant,lettre,bakewell,recounts,existentialist,café,sartre,Left,0.0,0.0,0.0,1.0,3689,Neutral
heidegger,existentialist,thinking,much,wisdom,,,,,,Left,0.5,0.12,0.0,0.88,520,Positive
means,noticing,taken,residence,knowing,incognita,always,anyway,usually,milder,Left,0.0,0.0,0.0,1.0,3689,Neutral
took,part,conversation,hannah,arendt,knew,heidegger,jaspers,personally,experienced,Left,0.0,0.0,0.0,1.0,3689,Neutral
mcwilliams,martin,luther,thomas,george,phelps—as,well,methodological,essay,according,Left,0.3,0.077,0.0,0.923,433,Positive
his,followers,ascribe,everything,must,themselves—the,development,individuality,desire,community,Left,0.4,0.097,0.0,0.903,762,Positive
“,great,fun,”,unlike,arendt,whose,origins,totalitarianism,appeared,Left,0.6,0.231,0.115,0.654,486,Positive
agitator,transformed,humiliation,badge,masochistic,perceived,alienation,source,identity,reinforcing,Left,-0.9,0.0,0.341,0.659,43,Negative
rosenblum,’,lot,people,saying,mercieca,’,demagogue,president,may,Left,0.0,0.0,0.0,1.0,3689,Neutral
movement,his,enablers,russell,muirhead,rosenblum,’,lot,people,saying,Left,0.0,0.0,0.0,1.0,3689,Neutral
bus,rush,hour,passenger,complains,choking,result,pushing,squeezing,“,Left,-0.7,0.0,0.196,0.804,128,Negative
particular,acts,state,violence—against,rayshard,george,floyd,eric,garner,many,Left,0.0,0.0,0.0,1.0,3689,Neutral
emerged,american,political,left,aims,,,,,,Left,0.0,0.0,0.0,1.0,3689,Neutral
discrimination,starts,well,election,dayby,whitevoter,id,laws,burden,minorities,Left,-0.2,0.072,0.1,0.828,234,Negative
trump,four,moves,ensure,victory,people,opportunity,vote,count,votes,Left,0.7,0.184,0.0,0.816,455,Positive
democracy,•,•,•democracy,losersby,werner,müllerlike,much,trump,rhetoric,Left,0.0,0.0,0.0,1.0,3689,Neutral
•what,get,women,elected,forum,piscopothe,united,states,ranks,seventy,Left,0.4,0.101,0.0,0.899,762,Positive
hope,•,•,•a,perfect,vulnerabilities,could,determine,electionby,jake,Left,0.7,0.226,0.055,0.719,455,Positive
alone,uprisings,including,law,professor,simonson,’,argument,police,reforms,Left,-0.5,0.0,0.164,0.836,272,Negative
•,•how,cars,transformed,policingby,seobefore,mass,adoption,car,communities,Left,0.0,0.0,0.0,1.0,3689,Neutral
third,reconstruction,would,give,credit,davis,angela,published,book,abolition,Left,0.4,0.094,0.0,0.906,762,Positive
workers,’,strike,remind,us,mayor,maynard,jackson,broke,sanitation,Left,-0.5,0.0,0.158,0.842,272,Negative
incredible,boston,review,lead,editors,chasman,josh,cohen,us,proud,Left,0.5,0.11,0.0,0.89,520,Positive
store,july,welcomed,celebrated,scholars,hinton,robin,g,kelley,keeanga,Left,0.7,0.21,0.0,0.79,455,Positive
could,either,liberatory,fascist—or,something,between—and,opportunity,really,unprecedented,ways,Left,0.4,0.101,0.0,0.899,762,Positive
justice,democracy,citizenship,’,real,panel,co,hosted,boston,review,Left,0.5,0.124,0.0,0.876,520,Positive
james,richard,wright,toni,morrison,b,wells,many,others,’,Left,0.2,0.08,0.0,0.92,321,Positive
scholars,elizabeth,hinton,robin,g,keeanga,yamahtta,taylor,brandon,terry,Left,0.0,0.0,0.0,1.0,3689,Neutral
popular,among,african,americans,’,obama,incredibly,popular,among,african,Left,0.7,0.196,0.0,0.804,455,Positive
critical,someone,like,mayor,washington,bowser,politics,neoliberal,she,’,Left,0.1,0.09,0.083,0.827,197,Positive
floyd,’,killing,murders,chicago,percent,think,thing,concerns,people,Left,-0.9,0.0,0.268,0.732,43,Negative
sister,deb,brother,josh,sister,well,think,’,dealing,part,Left,0.3,0.08,0.0,0.92,433,Positive
bois,clr,james,richard,wright,morrison,ida,b,wells,many,Left,0.2,0.077,0.0,0.923,321,Positive
published,book,abolition,democracy,ways,recognizing,first,reconstruction,w,b,Left,0.0,0.0,0.0,1.0,3689,Neutral
stories,racial,impersonation,former,professor,krug,activist,satchuel,cole,raise,Left,0.0,0.0,0.0,1.0,3689,Neutral
friends,atop,stone,mountain,outside,burned,giant,cross,launched,revival,Left,0.6,0.161,0.0,0.839,486,Positive
knowledge,forcefully,articulated,michel,foucault,defend,specious,histories,knowledge,invoke,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,robed,klansmen,saving,virginal,stoneman,clutches,rapacious,mulatto—can,mask,Left,-0.2,0.0,0.066,0.934,234,Negative
new,height,culture,wars,conservatives,himmelfarb,william,bennett,lynne,cheney,Left,-0.6,0.0,0.126,0.874,208,Negative
philando,castile,alton,sterling,freddie,sandra,bland—ad,infinitum,mass,rebellion,Left,-0.1,0.0,0.057,0.943,152,Negative
white,foreign,born,historian,sarah,recently,argued,klan—whose,membership,rolls,Left,-0.4,0.0,0.091,0.909,256,Negative
ironically,critics,electoral,college,believe,clinton,president,based,popular,vote,Left,0.2,0.097,0.076,0.828,321,Positive
potential,working,class,solidarity,mark,’,new,york,times,screed,Left,0.3,0.084,0.0,0.916,433,Positive
conservatives,gertrude,himmelfarb,william,bennett,cheney,liberals,arthur,schlesinger,allan,Left,0.0,0.0,0.0,1.0,3689,Neutral
castile,alton,sterling,freddie,gray,bland—ad,infinitum,mass,rebellion,lawlessness,Left,-0.1,0.0,0.057,0.943,152,Negative
class,white,foreign,born,historian,haley,recently,argued,klan—whose,membership,Left,-0.4,0.0,0.091,0.909,256,Negative
’,greatest,problem,negro,lothrop,’,rising,tide,color,white,Left,0.4,0.145,0.093,0.761,762,Positive
debate,across,europe,writing,correspondence,davis,george,jackson,generated,theory,Left,0.0,0.0,0.0,1.0,3689,Neutral
alien,social,order,french,writer,genet,observed,may,rally,new,Left,0.0,0.0,0.0,1.0,3689,Neutral
decline,depends,words,abolitionist,scholar,wilson,gilmore,enlisting,supporters,basis,Left,0.4,0.104,0.0,0.896,762,Positive
fascism,mainstream,gordon,samuel,moyn,churchwell,taking,pages,new,york,Left,0.0,0.0,0.0,1.0,3689,Neutral
times,piece,dovetailed,findings,sociologist,hochschild,strangers,land,trump,voters,Left,0.0,0.0,0.0,1.0,3689,Neutral
votes,voices,rural,white,voters,ever,sway,precisely,time,whites,Left,0.0,0.0,0.0,1.0,3689,Neutral
voters,industrial,midwest,”,commentators,mystal,writing,nation,spectacle,white,Left,0.0,0.0,0.0,1.0,3689,Neutral
certain,white,anxieties,prioritized,everyone,research,consistently,shows,guilt,shame,Left,-0.6,0.068,0.22,0.712,208,Negative
often,completely,fictional,height,protests,social,media,images,videos,supposed,Left,-0.2,0.0,0.071,0.929,234,Negative
“,assaultive,belligerent,”,facing,sales,pitch,“,cooperation,often,Left,-0.6,0.0,0.147,0.853,208,Negative
shown,elsewhere,overdiagnosis,schizophrenia,black,sevenfold,1960s,words,construction,displaced,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,far,right,important,international,trump,campaigning,morning,june,brexit,Left,0.2,0.07,0.0,0.93,321,Positive
mass,wave,emigration,latin,america,africa,similarly,australia,dismantled,restrictionist,Left,0.0,0.0,0.0,1.0,3689,Neutral
apartheid,trump,edited,daniel,geary,schofield,jennifer,sutton,promulgating,racist,Left,-0.6,0.0,0.138,0.862,208,Negative
uk,passed,race,relations,act,canadian,multiculturalism,policy,australia,racial,Left,0.0,0.0,0.0,1.0,3689,Neutral
edited,daniel,geary,camilla,schofield,sutton,promulgating,racist,birther,conspiracy,Left,-0.8,0.0,0.236,0.764,93,Negative
international,ally,trump,campaigning,morning,brexit,referendum,vote,donald,trump,Left,0.0,0.0,0.0,1.0,3689,Neutral
policies,coordination,international,networks,historians,lake,henry,reynolds,write,“,Left,0.0,0.0,0.0,1.0,3689,Neutral
migrant,rapists,black,male,sexuality,law,•,•,•from,civil,Left,-0.6,0.0,0.158,0.842,208,Negative
tradition,white,nationalists,present,white,perennial,potential,victim,constant,threat,Left,-0.7,0.0,0.186,0.814,128,Negative
bermudez,jermany,established,close,ties,escalante,founder,east,welfare,rights,Left,0.0,0.0,0.0,1.0,3689,Neutral
labor,leader,peace,activist,key,black,liberation,movement,thorn,side,Left,0.5,0.123,0.0,0.877,520,Positive
closely,california,’,famous,communist,davis,davis,critical,role,’,Left,-0.3,0.0,0.091,0.909,263,Negative
uprising,twenty,two,year,old,tate,pulled,two,lapd,officers,Left,0.0,0.0,0.0,1.0,3689,Neutral
postnatal,regular,gynecological,visits,matter,downer,lorraine,rothman,opened,feminist,Left,0.0,0.042,0.0,0.958,3689,Neutral
tillmon,became,involved,national,organization,jermany,black,woman,active,various,Left,0.4,0.097,0.0,0.903,762,Positive
yeast,infections,police,arrested,downer,wilson,practicing,medicine,without,license,Left,-0.5,0.0,0.11,0.89,272,Negative
brown,ernesto,chávez,edward,escobar,espinoza,max,felker,kantor,mario,Left,0.0,0.0,0.0,1.0,3689,Neutral
leadership,roles,’,radical,movements,healey,example,longtime,communist,leader,Left,0.0,0.0,0.0,1.0,3689,Neutral
daryl,gates,lapd,shooting,unarmed,mae,love,fifteen,black,killed,Left,-0.1,0.128,0.138,0.734,152,Negative
rein,police,police,chief,daryl,lapd,shooting,unarmed,eula,mae,Left,0.0,0.0,0.0,1.0,3689,Neutral
kantor,mario,garcía,steve,isoardi,loyd,laura,pulido,bruce,tyler,Left,0.0,0.0,0.0,1.0,3689,Neutral
including,mass,march,school,desegregation,led,congress,racial,equality,core,Left,0.0,0.0,0.0,1.0,3689,Neutral
che–lumumba,club,along,founders,franklin,alexander,deacon,alexander,davis,effective,Left,0.5,0.11,0.0,0.89,520,Positive
garcía,steve,isoardi,jenna,loyd,pulido,bruce,tyler,daniel,widener,Left,0.0,0.0,0.0,1.0,3689,Neutral
mutual,aid,meanwhile,south,artist,halsey,knee,deep,revolutionary,project,Left,0.0,0.0,0.0,1.0,3689,Neutral
institution,headed,radical,black,woman,smallwood,cuevas,halsey,renegade,crew—monique,Left,0.0,0.0,0.0,1.0,3689,Neutral
gynecological,visits,matter,carol,downer,rothman,opened,feminist,women,’,Left,0.0,0.044,0.0,0.956,3689,Neutral
gates,lapd,shooting,unarmed,eula,love,fifteen,black,killed,chokehold,Left,-0.1,0.128,0.138,0.734,152,Negative
scholars—rodolfo,f,acuña,rosie,bermudez,biondi,maylei,blackwell,scot,brown,Left,0.0,0.0,0.0,1.0,3689,Neutral
black,teenager,griffith,park,riding,go,round,without,ticket,african,Left,0.0,0.0,0.0,1.0,3689,Neutral
wealth,power,commerce—beverly,hills,santa,fairfax,district,west,hollywood,downtown,Left,0.5,0.113,0.0,0.887,520,Positive
pioneering,radio,talk,show,host,radio,labor,leader,peace,activist,Left,0.5,0.123,0.0,0.877,520,Positive
arrests,his,brother,ronald,mother,intervening,history,police,repression,black,Left,-0.7,0.0,0.186,0.814,128,Negative
array,brilliant,scholars—rodolfo,f,acuña,bermudez,martha,biondi,maylei,blackwell,Left,0.6,0.137,0.0,0.863,486,Positive
hills,gorgeous,rooms,flooded,sunlight,imagined,herself,meditating,srf,’,Left,0.6,0.143,0.0,0.857,486,Positive
rooms,flooded,sunlight,she,imagined,meditating,srf,’,beautiful,lake,Left,0.6,0.14,0.0,0.86,486,Positive
welfare,rights,movement,began,black,named,johnnie,tillmon,founded,anc,Left,0.0,0.0,0.0,1.0,3689,Neutral
ploy,foes,bill,scuttle,”,whalen,charles,whalen,jr,described,Left,-0.5,0.0,0.111,0.889,272,Negative
hand,legal,scholars,sam,issacharoff,harris,argue,legal,protections,age,Left,0.4,0.203,0.078,0.719,762,Positive
read,time,share,image,flickr,athanasakiwe,know,faculty,retirement,policies,Left,0.3,0.081,0.0,0.919,433,Positive
country,following,prominent,cases,scholars,diniz,marcia,tiburi,leave,country,Left,0.3,0.084,0.044,0.873,433,Positive
environmental,issues,example,administration,sought,evidence,fires,amazon,despite,satellite,Left,0.2,0.064,0.0,0.936,321,Positive
party,national,administrations,luiz,inácio,silva,dilma,rouseff,years,–,Left,0.4,0.101,0.0,0.899,762,Positive
prominent,cases,scholars,debora,diniz,tiburi,leave,country,amidst,threats,Left,-0.2,0.078,0.137,0.785,234,Negative
national,administrations,luiz,inácio,lula,dilma,rouseff,years,–,since,Left,0.0,0.0,0.0,1.0,3689,Neutral
first,currently,university,brazil,black,rector,entire,university,system,ufsb,Left,0.0,0.0,0.0,1.0,3689,Neutral
forza,italia,effectively,combination,soccer,club,propaganda,tv,channel,service,Left,0.2,0.1,0.069,0.83,321,Positive
cambridge,award,winning,sociologist,arlie,,,,,,Left,0.8,0.223,0.0,0.777,254,Positive
podcast,features,edited,excerpt,conversation,episode,subscribe,boston,review,podcast,Left,0.0,0.0,0.0,1.0,3689,Neutral
choose,could,heard,his,mother,daddy,king,could,hear,benjamin,Left,0.0,0.0,0.0,1.0,3689,Neutral
smile,like,bb,king,rainey,smith,billie,holliday,coltrane,kendrick,Left,0.6,0.172,0.0,0.828,486,Positive
professors,tommie,shelby,brandon,terry,hinton,cornel,west,occasion,publication,Left,0.0,0.0,0.0,1.0,3689,Neutral
without,baker,’,talk,baker,lou,hamer,goes,oe,individuals,Left,0.0,0.0,0.0,1.0,3689,Neutral
lives,slice,got,young,folks,got,women—and,’,talking,middle,Left,0.0,0.0,0.0,1.0,3689,Neutral
never,forget,despair,bad,thing,never,despaired,never,lived,anyone,Left,-0.3,0.144,0.179,0.678,263,Negative
bruce,ackerman,kennette,benedict,bruce,sissela,bok,rosa,brooks,john,Left,0.0,0.0,0.0,1.0,3689,Neutral
bruce,blair,sissela,bok,rosa,john,burroughs,hugh,gusterson,markey,Left,0.0,0.0,0.0,1.0,3689,Neutral
watch,highlights,conference,co,chairs,scarry,jonathan,kingspeakers,bruce,ackerman,Left,0.0,0.0,0.0,1.0,3689,Neutral
benedict,bruce,blair,sissela,bok,brooks,john,burroughs,hugh,gusterson,Left,0.0,0.0,0.0,1.0,3689,Neutral
burroughs,hugh,gusterson,markey,mcgovern,mian,william,perryco,sponsors,harvard,Left,0.0,0.0,0.0,1.0,3689,Neutral
back,community,idea,think,derrick,’,theories,interest,convergence,’,Left,0.5,0.115,0.0,0.885,520,Positive
it—how,bring,bureaucracy,actually,necessary,stuff,address,realities,perceptions,policing,Left,0.0,0.0,0.0,1.0,3689,Neutral
violence,say,“,leaders,bloomberg,value,freedom,private,predation,security,Left,0.6,0.264,0.12,0.616,486,Positive
day,’,right,close,front,seats,policing,predatory,violence,often,Left,-0.6,0.0,0.146,0.854,208,Negative
literary,podcast,vesla,weaver,talks,meares,policing,public,good,time,Left,0.4,0.104,0.0,0.896,762,Positive
colleague,runs,justice,collaboratory,yale,law,professor,she,recently,written,Left,0.5,0.12,0.0,0.88,520,Positive
transcript,conversation,read,essay,discussion,episode,subscribe,br,political,literary,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,really,close,mind,example,felled,police,minnesota,reaction—even,happened,Left,0.0,0.0,0.0,1.0,3689,Neutral
”,•,•,•peace,regimesby,kindig,“,use,peace,describe,Left,0.5,0.143,0.0,0.857,520,Positive
open,letter,guam,americaby,victoria,leon,guerrero,“,today,occupy,Left,0.0,0.0,0.0,1.0,3689,Neutral
