word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,affiliation,compound,pos,neg,neu,frequency,sentiment
killed,legislative,session,next,year,congresswoman,griffiths,sponsored,house,she,made,political,Left,-0.7,0.0,0.134,0.866,149,Negative
flawed,states,informed,debate,state,legislators—taking,celler,’,book—were,holding,ratification,bills,Left,0.0,0.0,0.0,1.0,3153,Neutral
constraints,imposed,deadlines,could,mean,women,wald,assistant,attorney,general,department,justice,Left,0.5,0.104,0.04,0.856,568,Positive
stop,taking,privileges–era,”,operation,led,schlafly,widespread,confusion,would,time,running,Left,-0.5,0.0,0.14,0.86,285,Negative
appeals,district,columbia,circuit,—the,court,bader,ginsburg,appointed,holtzman,convened,house,Left,0.0,0.0,0.0,1.0,3153,Neutral
’,equality,day,equality,flickr,year,became,crucial,thirty,eighth,state,ratify,Left,0.0,0.0,0.0,1.0,3153,Neutral
year,congresswoman,martha,griffiths,sponsored,house,made,political,calculation,include,original,seven,Left,0.3,0.073,0.0,0.927,461,Positive
beat,him,mere,votes,became,youngest,ever,elected,congress,since,honor,held,Left,0.5,0.099,0.0,0.901,568,Positive
groups,controlled,regions,colombia,decades,example,merlano,former,colombian,senator,recently,gained,Left,0.4,0.082,0.0,0.918,747,Positive
promotion,women,became,particularly,clear,incarceration,rwigara,whose,father,prominent,rwandan,businessman,Left,0.6,0.156,0.0,0.844,517,Positive
nepalese,women,attend,policy,training,photo,taormina,gender,equality,initiatives,help,reinforce,Left,0.4,0.085,0.0,0.915,747,Positive
investigate,father,’,death,rwigara,announced,would,challenge,president,kagame,election,rwigara,Left,-0.6,0.04,0.121,0.839,242,Negative
cover,efforts,reject,abortion,outright,presenting,friendly,seemingly,success,women,’,rights,Left,0.6,0.194,0.076,0.73,517,Positive
questions,value,including,essay,former,south,governor,mark,sanford,’,extramarital,affair,Left,0.3,0.079,0.0,0.921,461,Positive
break,rules,prosper,”,wypijewski,reflects,blasey,ford,’,testimony,brett,kavanaugh,Left,0.0,0.0,0.0,1.0,3153,Neutral
materially,symbolically,bad,behavior,stand,banished,wypijewski,’,new,collection,’,talk,Left,-0.5,0.0,0.115,0.885,285,Negative
materially,symbolically,bad,behavior,stand,banished,wypijewski,’,new,collection,’,talk,Left,-0.5,0.0,0.115,0.885,285,Negative
mithu,sanyal,’,cultural,history,rape,metoo,notes,“,unimaginably,common,”,Left,-0.7,0.0,0.153,0.847,149,Negative
mark,sanford,’,affair,teenage,sexuality,’,album,sex,quotes,interviewees,sources,Left,0.0,0.0,0.0,1.0,3153,Neutral
seemed,spring,nowhere,others,decades,work,solnit,offers,term,“,mushrooming,”,Left,0.0,0.0,0.0,1.0,3153,Neutral
wide,ranging,conception,abuse,workplace,recalls,mcwatt,’,notion,“,plantation,mentality,Left,-0.6,0.0,0.135,0.865,242,Negative
sexual,harm,wypijewski,’,overarching,subject,calls,“,substitution,effect,”,“,Left,-0.5,0.0,0.123,0.877,285,Negative
“,intended,draw,straight,line,decay,would,blow,boyfriend,camera,girl,would,Left,-0.2,0.06,0.085,0.854,240,Negative
might,combahee,’,analysis,power—rooted,black,’,interrelated,experiences,production,reproduction,violence—had,Left,0.0,0.0,0.0,1.0,3153,Neutral
story,early,career,senator,feinstein,instructive,cbs,reports,aired,news,documentary,gay,Left,0.0,0.0,0.0,1.0,3153,Neutral
outweighing,anguish,terror,retaliation,”,explained,blasey,ford,reported,senator,diane,feinstein,Left,-0.8,0.0,0.213,0.787,120,Negative
explained,christine,blasey,ford,reported,senator,feinstein,soon,justice,brett,kavanaugh,sexually,Left,0.5,0.105,0.0,0.895,568,Positive
judgment,”,opines,cultural,studies,professor,duggan,need,instagram,account,even,know,Left,0.0,0.0,0.0,1.0,3153,Neutral
falling,absurd,sex,panics,”,enjoined,featherstone,she,skewered,students,’,lies,Left,-0.7,0.0,0.226,0.774,149,Negative
superpredators,rap,music,violent,video,games,manson,recently,cardi,b,megan,thee,Left,-0.6,0.0,0.122,0.878,242,Negative
games,marilyn,manson,recently,cardi,b,thee,stallion,’,“,wap,”,Left,0.0,0.0,0.0,1.0,3153,Neutral
subjects,“,lopsided,power,dynamics,”,lewinsky,publicly,emphasized,twice,sexual,relations,Left,0.3,0.072,0.0,0.928,461,Positive
’,fabrications,morse,time,peoria,journal,san,francisco,chronicle,circulated,percent,murder,Left,-0.7,0.0,0.144,0.856,149,Negative
holyoke,massachusetts,pedophile,accusation,recent,media,danced,around—but,’,thinking,might,power,Left,-0.2,0.0,0.067,0.933,240,Negative
sex,panics,”,enjoined,liza,featherstone,skewered,students,’,lies,morse,pundits,Left,-0.7,0.0,0.18,0.82,149,Negative
episode,hbo,’,may,destroy,white,feels,uncomfortable,betrayed,violated,she,discovers,Left,-0.9,0.0,0.351,0.649,62,Negative
movements,ignoring,interpersonal,violence,andrea,ritchie,beira,mimi,andrea,smith,others,came,Left,-0.8,0.0,0.195,0.805,120,Negative
anti,carceral,movements,ignoring,interpersonal,violence,ritchie,alicia,beira,mimi,andrea,smith,Left,-0.8,0.0,0.252,0.748,120,Negative
forms,oppression,”,dozen,years,later,davis,gave,political,construction,“,abolition,Left,0.0,0.0,0.0,1.0,3153,Neutral
policing,punishment,interpersonal,violence,swelled,numbers,richie,documents,arrested,justice,black,women,Left,-0.8,0.085,0.261,0.653,120,Negative
wing,christians,determined,protect,conceptions,female,childhood,innocence,examining,alliance,sociologist,elizabeth,Left,0.8,0.22,0.0,0.78,510,Positive
chastity,childhood,innocence,examining,alliance,sociologist,bernstein,coined,term,“,carceral,feminism,Left,0.4,0.085,0.0,0.915,747,Positive
harm,ending,state,violence,judith,levine,r,meiners,copyright,verso,used,permission,Left,-0.8,0.0,0.22,0.78,120,Negative
“,bother,going,police,”,asked,green,williams,anti,rape,organizer,national,Left,-0.9,0.0,0.273,0.727,62,Negative
writer,alix,kates,schulman,later,told,“,expressing,outrage,outness,rage,”,Left,-0.8,0.0,0.21,0.79,120,Negative
years,began,waver,zeal,goodmark,another,tronsgard,scott,executive,director,vermont,network,Left,0.0,0.0,0.0,1.0,3153,Neutral
illegal,would,go,away,”,said,goodmark,lawyer,women,suffered,interpersonal,violence,Left,-0.9,0.0,0.295,0.705,62,Negative
white,supremacy,damaged,solidarity,efficacy,interview,ross,recalled,fruitful,conflicts,race,dc,Left,-0.5,0.097,0.158,0.745,285,Negative
interpersonal,violence,andrea,ritchie,alicia,beira,andrea,smith,others,came,together,form,Left,-0.6,0.0,0.124,0.876,242,Negative
rhetoric,speak,days,later,supplied,analysis,leaflet,headlined,“,manifesto,shared,rape,Left,-0.5,0.07,0.138,0.792,285,Negative
may,wielded,weapon,threatened,mutilate,kill,refused,him,prosecutor,produce,eyewitness,testimony,Left,-0.9,0.0,0.318,0.682,62,Negative
pulled,underpants,spread,legs,looked,another,raped,gynecologist,third,instructed,psychiatrist,masturbate,Left,-0.7,0.0,0.137,0.863,149,Negative
many,object,wearing,masks,philosophical,beliefs,restrictions,freedom,prevent,imposing,harm,others,Left,0.1,0.146,0.135,0.718,225,Positive
helped,younger,person,words,morally,valuable,equal,provide,benefit,someone,less,thing,Left,0.7,0.179,0.0,0.821,361,Positive
opening,speaking,pbs,evening,news,hour,economist,nick,bloom,calculated,experience,shut,Left,0.0,0.0,0.0,1.0,3153,Neutral
half,twentieth,century,conflict,ridden,germany,uncertainty,permeated,every,dimension,society,major,Left,-0.6,0.0,0.144,0.856,242,Negative
paul,sartre,martin,heidegger,existentialist,thinking,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
top,left,hannah,arendt,simone,beauvoir,paul,sartre,martin,heidegger,existentialist,thinking,Left,0.2,0.058,0.0,0.942,347,Positive
necessity,act,live,conditions,uncertainty,writer,solnit,describes,middle,sight,waiting,among,Left,-0.3,0.0,0.076,0.924,291,Negative
examples,often,considered,existentialists,avant,lettre,bakewell,recounts,existentialist,café,sartre,reflecting,Left,0.0,0.0,0.0,1.0,3153,Neutral
martin,heidegger,existentialist,thinking,much,wisdom,,,,,,,Left,0.5,0.105,0.0,0.895,568,Positive
thing,means,noticing,taken,residence,knowing,incognita,always,anyway,usually,milder,case,Left,0.0,0.0,0.0,1.0,3153,Neutral
thinker,took,part,conversation,hannah,arendt,knew,heidegger,jaspers,personally,experienced,intellectual,Left,0.5,0.102,0.0,0.898,568,Positive
joe,mcwilliams,martin,luther,thomas,george,phelps—as,well,methodological,essay,according,lowenthal,Left,0.3,0.068,0.0,0.932,461,Positive
exhorted,his,followers,ascribe,everything,must,themselves—the,development,individuality,desire,community,quest,Left,0.4,0.085,0.0,0.915,747,Positive
would,“,great,fun,”,unlike,arendt,whose,origins,totalitarianism,appeared,soon,Left,0.6,0.205,0.102,0.693,517,Positive
refrain,agitator,transformed,humiliation,badge,masochistic,perceived,alienation,source,identity,reinforcing,his,Left,-0.9,0.0,0.305,0.695,62,Negative
nancy,rosenblum,’,lot,people,saying,mercieca,’,demagogue,president,may,equally,Left,0.0,0.0,0.0,1.0,3153,Neutral
his,movement,his,enablers,russell,muirhead,rosenblum,’,lot,people,saying,jennifer,Left,0.0,0.0,0.0,1.0,3153,Neutral
city,bus,rush,hour,passenger,complains,choking,result,pushing,squeezing,“,something,Left,-0.7,0.0,0.172,0.828,149,Negative
propelled,particular,acts,state,violence—against,rayshard,george,floyd,eric,garner,many,others—it,Left,0.0,0.0,0.0,1.0,3153,Neutral
recently,emerged,american,political,left,aims,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
•voter,discrimination,starts,well,election,dayby,whitevoter,id,laws,burden,minorities,discrimination,Left,-0.2,0.064,0.088,0.848,240,Negative
“,trump,four,moves,ensure,victory,people,opportunity,vote,count,votes,courts,Left,0.7,0.167,0.0,0.833,361,Positive
beacon,democracy,•,•,•democracy,losersby,werner,müllerlike,much,trump,rhetoric,his,Left,0.0,0.0,0.0,1.0,3153,Neutral
•,•what,get,women,elected,forum,piscopothe,united,states,ranks,seventy,sixth,Left,0.4,0.091,0.0,0.909,747,Positive
college,hope,•,•,•a,perfect,vulnerabilities,could,determine,electionby,jake,braun,Left,0.7,0.199,0.048,0.753,361,Positive
week,alone,uprisings,including,law,professor,simonson,’,argument,police,reforms,fail,Left,-0.8,0.0,0.235,0.765,120,Negative
•,•,•how,cars,transformed,policingby,seobefore,mass,adoption,car,communities,barely,Left,0.0,0.0,0.0,1.0,3153,Neutral
book,third,reconstruction,would,give,credit,davis,angela,published,book,abolition,democracy,Left,0.4,0.082,0.0,0.918,747,Positive
sanitation,workers,’,strike,remind,us,mayor,maynard,jackson,broke,sanitation,workers,Left,-0.5,0.0,0.137,0.863,285,Negative
host,incredible,boston,review,lead,editors,chasman,josh,cohen,us,proud,contributors,Left,0.5,0.097,0.0,0.903,568,Positive
book,store,july,welcomed,celebrated,scholars,hinton,robin,g,kelley,keeanga,yamahtta,Left,0.7,0.184,0.0,0.816,361,Positive
future,could,either,liberatory,fascist—or,something,between—and,opportunity,really,unprecedented,ways,bt,Left,0.4,0.088,0.0,0.912,747,Positive
questions,justice,democracy,citizenship,’,real,panel,co,hosted,boston,review,“,Left,0.5,0.112,0.0,0.888,568,Positive
clr,james,richard,wright,toni,morrison,b,wells,many,others,’,tradition,Left,0.2,0.069,0.0,0.931,347,Positive
celebrated,scholars,elizabeth,hinton,robin,g,keeanga,yamahtta,taylor,brandon,terry,cornel,Left,0.6,0.117,0.0,0.883,517,Positive
incredibly,popular,among,african,americans,’,obama,incredibly,popular,among,african,americans,Left,0.7,0.186,0.0,0.814,361,Positive
extremely,critical,someone,like,mayor,washington,bowser,politics,neoliberal,she,’,still,Left,-0.0,0.078,0.08,0.842,3153,Neutral
george,floyd,’,killing,murders,chicago,percent,think,thing,concerns,people,live,Left,-0.9,0.0,0.237,0.763,62,Negative
salute,sister,deb,brother,josh,sister,well,think,’,dealing,part,brother,Left,0.3,0.07,0.0,0.93,461,Positive
b,bois,clr,james,richard,wright,morrison,ida,b,wells,many,others,Left,0.2,0.069,0.0,0.931,347,Positive
angela,published,book,abolition,democracy,ways,recognizing,first,reconstruction,w,b,bois,Left,0.0,0.0,0.0,1.0,3153,Neutral
recent,stories,racial,impersonation,former,professor,krug,activist,satchuel,cole,raise,profound,Left,0.0,0.0,0.0,1.0,3153,Neutral
his,friends,atop,stone,mountain,outside,burned,giant,cross,launched,revival,ku,Left,0.6,0.141,0.0,0.859,517,Positive
regimes,knowledge,forcefully,articulated,michel,foucault,defend,specious,histories,knowledge,invoke,pristine,Left,0.0,0.0,0.0,1.0,3153,Neutral
griffith,’,robed,klansmen,saving,virginal,stoneman,clutches,rapacious,mulatto—can,mask,reorder,Left,-0.2,0.0,0.057,0.943,240,Negative
hardly,new,height,culture,wars,conservatives,himmelfarb,william,bennett,lynne,cheney,liberals,Left,-0.6,0.0,0.11,0.89,242,Negative
anderson,philando,castile,alton,sterling,freddie,sandra,bland—ad,infinitum,mass,rebellion,lawlessness,Left,-0.1,0.0,0.049,0.951,175,Negative
class,white,foreign,born,historian,sarah,recently,argued,klan—whose,membership,rolls,swelled,Left,-0.4,0.0,0.079,0.921,260,Negative
reconstruction,ironically,critics,electoral,college,believe,clinton,president,based,popular,vote,invoking,Left,0.2,0.085,0.067,0.848,347,Positive
undermining,potential,working,class,solidarity,mark,’,new,york,times,screed,“,Left,-0.1,0.072,0.081,0.847,175,Negative
wars,conservatives,gertrude,himmelfarb,william,bennett,cheney,liberals,arthur,schlesinger,allan,bloom,Left,-0.6,0.0,0.11,0.89,242,Negative
philando,castile,alton,sterling,freddie,gray,bland—ad,infinitum,mass,rebellion,lawlessness,state—in,Left,-0.1,0.0,0.049,0.951,175,Negative
working,class,white,foreign,born,historian,haley,recently,argued,klan—whose,membership,rolls,Left,-0.4,0.0,0.079,0.921,260,Negative
america,’,greatest,problem,negro,lothrop,’,rising,tide,color,white,world,Left,0.4,0.128,0.082,0.79,747,Positive
radical,debate,across,europe,writing,correspondence,davis,george,jackson,generated,theory,fascism,Left,0.0,0.0,0.0,1.0,3153,Neutral
distant,alien,social,order,french,writer,genet,observed,may,rally,new,liberation,Left,0.0,0.0,0.0,1.0,3153,Neutral
crisis,decline,depends,words,abolitionist,scholar,wilson,gilmore,enlisting,supporters,basis,“,Left,-0.3,0.085,0.121,0.794,291,Negative
debates,fascism,mainstream,gordon,samuel,moyn,churchwell,taking,pages,new,york,review,Left,0.0,0.0,0.0,1.0,3153,Neutral
”,times,piece,dovetailed,findings,sociologist,hochschild,strangers,land,trump,voters,beset,Left,0.0,0.0,0.0,1.0,3153,Neutral
system,votes,voices,rural,white,voters,ever,sway,precisely,time,whites,move,Left,0.0,0.0,0.0,1.0,3153,Neutral
white,voters,industrial,midwest,”,commentators,mystal,writing,nation,spectacle,white,sympathies,Left,0.0,0.0,0.0,1.0,3153,Neutral
make,certain,white,anxieties,prioritized,everyone,research,consistently,shows,guilt,shame,poor,Left,-0.8,0.057,0.268,0.676,120,Negative
post,often,completely,fictional,height,protests,social,media,images,videos,supposed,black,Left,-0.2,0.0,0.061,0.939,240,Negative
question,“,assaultive,belligerent,”,facing,sales,pitch,“,cooperation,often,begins,Left,-0.6,0.0,0.128,0.872,242,Negative
’,shown,elsewhere,overdiagnosis,schizophrenia,black,sevenfold,1960s,words,construction,displaced,psychosis,Left,0.0,0.0,0.0,1.0,3153,Neutral
uk,’,far,right,important,international,trump,campaigning,morning,june,brexit,referendum,Left,0.2,0.06,0.0,0.94,347,Positive
led,mass,wave,emigration,latin,america,africa,similarly,australia,dismantled,restrictionist,white,Left,0.0,0.0,0.0,1.0,3153,Neutral
nationalism,apartheid,trump,edited,daniel,geary,schofield,jennifer,sutton,promulgating,racist,birther,Left,-0.6,0.0,0.121,0.879,242,Negative
act,uk,passed,race,relations,act,canadian,multiculturalism,policy,australia,racial,discrimination,Left,0.0,0.0,0.0,1.0,3153,Neutral
trump,edited,daniel,geary,camilla,schofield,sutton,promulgating,racist,birther,conspiracy,theory,Left,-0.8,0.0,0.209,0.791,120,Negative
important,international,ally,trump,campaigning,morning,brexit,referendum,vote,donald,trump,landed,Left,0.2,0.058,0.0,0.942,347,Positive
ideas,policies,coordination,international,networks,historians,lake,henry,reynolds,write,“,project,Left,0.0,0.0,0.0,1.0,3153,Neutral
threat,migrant,rapists,black,male,sexuality,law,•,•,•from,civil,rights,Left,-0.8,0.0,0.228,0.772,120,Negative
long,tradition,white,nationalists,present,white,perennial,potential,victim,constant,threat,migrant,Left,-0.7,0.0,0.164,0.836,149,Negative
rosie,bermudez,jermany,established,close,ties,escalante,founder,east,welfare,rights,organization,Left,0.0,0.0,0.0,1.0,3153,Neutral
radio,labor,leader,peace,activist,key,black,liberation,movement,thorn,side,communist,Left,0.5,0.108,0.0,0.892,568,Positive
worked,closely,california,’,famous,communist,davis,davis,critical,role,’,insurgent,Left,-0.3,0.0,0.078,0.922,291,Negative
weeks,uprising,twenty,two,year,old,tate,pulled,two,lapd,officers,driven,Left,0.0,0.0,0.0,1.0,3153,Neutral
pre,postnatal,regular,gynecological,visits,matter,downer,lorraine,rothman,opened,feminist,women,Left,0.0,0.037,0.0,0.963,3153,Neutral
later,tillmon,became,involved,national,organization,jermany,black,woman,active,various,civil,Left,0.4,0.085,0.0,0.915,747,Positive
treat,yeast,infections,police,arrested,downer,wilson,practicing,medicine,without,license,charge,Left,-0.1,0.08,0.092,0.828,175,Negative
scot,brown,ernesto,chávez,edward,escobar,espinoza,max,felker,kantor,mario,garcía,Left,0.0,0.0,0.0,1.0,3153,Neutral
critical,leadership,roles,’,radical,movements,healey,example,longtime,communist,leader,becoming,Left,-0.3,0.0,0.076,0.924,291,Negative
chief,daryl,gates,lapd,shooting,unarmed,mae,love,fifteen,black,killed,chokehold,Left,-0.1,0.114,0.123,0.763,175,Negative
could,rein,police,police,chief,daryl,lapd,shooting,unarmed,eula,mae,love,Left,0.6,0.127,0.0,0.873,517,Positive
felker,kantor,mario,garcía,steve,isoardi,loyd,laura,pulido,bruce,tyler,daniel,Left,0.0,0.0,0.0,1.0,3153,Neutral
